Date,Open,High,Low,Close
11/11/2008,90.75999,92.1377,88.64999,89.77
11/12/2008,88.23,90.1516,85.12,85.82001
11/13/2008,86.13,91.73,82.09,91.17
11/14/2008,89.41,92.06,86.52,86.62
11/17/2008,86.38,88.56,85.16,85.47
11/18/2008,85.14999,87.22,82.91,87.08
11/19/2008,85.91,86.87,80.92,81.5
11/20/2008,80.13,82.50999,75.05,75.45
11/21/2008,77.46001,80.89999,74.34,79.52
11/24/2008,81.92,86.985,80.3614,85.03
11/25/2008,87.3,87.50999,83.82001,85.66
11/26/2008,84.3,89.19,84.24001,88.97
11/28/2008,88.63,90.13,88.48,90.09
12/01/2008,87.50999,87.55,81.86,82.11
12/02/2008,83.47,85.49001,82.03799,85.27
12/03/2008,83.39999,87.83,83.14,87.32001
12/04/2008,86.06,88.05,83.74001,85.3
12/05/2008,83.64999,88.42,82.24001,87.92999
12/08/2008,90.34,92.38,88.0815,91.0
12/09/2008,90.37,92.13,88.98,89.5
12/10/2008,90.32001,91.36,89.0,90.11
12/11/2008,89.53999,91.0,87.37,87.94
12/12/2008,85.55,89.07001,85.2,88.99001
12/15/2008,89.02,89.14999,86.28999,87.75
12/16/2008,88.3,92.02,88.17999,91.88
12/17/2008,90.84,92.42999,90.06,90.99001
12/18/2008,91.39999,91.67,88.21001,89.28999
12/19/2008,89.10001,90.62,88.09,88.19
12/22/2008,88.58,88.67,85.49001,87.06
12/23/2008,87.53,87.92999,85.8,86.16
12/24/2008,86.45,86.87,86.0,86.66
12/26/2008,87.24001,87.3,86.5,87.16
12/29/2008,87.24001,87.33,85.60001,86.91
12/30/2008,87.50999,89.05,86.8766,88.97
12/31/2008,89.08,90.97,88.87,90.24001
01/02/2009,90.44,93.44,89.85001,92.96001
01/05/2009,92.63,94.5533,91.89,92.85001
01/06/2009,93.64,94.45,92.67999,93.47
01/07/2009,92.0,92.25999,90.2,90.67
01/08/2009,90.16,91.09,89.67,91.04201
01/09/2009,91.16,91.32001,85.36,89.09
01/12/2009,88.84,88.91,86.41,86.95
01/13/2009,86.73,87.88,86.2,87.11
01/14/2009,85.53999,85.75,83.16,84.37
01/15/2009,84.12,85.25,81.72,84.39999
01/16/2009,85.86,85.98759,83.05,85.06
01/20/2009,84.23,85.05901,80.05,80.57001
01/21/2009,81.94,84.24001,80.47,84.05
01/22/2009,82.42,84.03999,81.17,82.75
01/23/2009,80.89999,83.99001,80.57001,83.11
01/26/2009,83.59,85.36,82.81,83.67999
01/27/2009,84.13,85.14999,83.3,84.53
01/28/2009,86.39999,87.95,86.07001,87.39
01/29/2009,86.11,87.4901,84.47,84.55
01/30/2009,84.98,85.39999,82.21001,82.83
02/02/2009,81.57001,83.17999,81.31,82.58
02/03/2009,83.10001,84.36,82.22,83.74001
02/04/2009,84.3,85.37,83.03999,83.33
02/05/2009,82.7,85.28999,77.73,84.57001
02/06/2009,84.86,87.34,84.67999,86.979
02/09/2009,86.96001,87.74001,86.32001,87.10001
02/10/2009,86.27,87.03,82.45,83.11
02/11/2009,83.45,84.05,82.39999,83.60001
02/12/2009,82.17,83.82001,81.05,83.66
02/13/2009,83.55,84.24001,82.74001,82.75999
02/17/2009,80.16,82.95799,79.17,79.22
02/18/2009,79.78999,79.94,78.28,79.03
02/19/2009,79.84,80.14999,78.02,78.181
02/20/2009,76.73,78.34,75.77,77.42
02/23/2009,78.27,78.27,74.59,74.64999
02/24/2009,75.28999,77.95,74.7003,77.48
02/25/2009,77.14,78.42,75.63,76.87199
02/26/2009,77.82001,79.6667,75.53,75.62
02/27/2009,74.00999,75.68719,73.81,73.92999
03/02/2009,72.52,73.9169,70.37,70.60001
03/03/2009,71.61,71.7,69.64,70.07001
03/04/2009,71.23,72.87,70.07291,71.73
03/05/2009,70.10001,71.73,68.17,68.8
03/06/2009,69.39999,70.45,67.10001,68.92
03/09/2009,67.95,70.0,67.73,68.11
03/10/2009,69.50999,72.37,69.37,72.17
03/11/2009,73.0,73.75,71.83,72.64
03/12/2009,72.62,75.75,71.97,75.5
03/13/2009,76.00999,76.98,74.73,76.09
03/16/2009,76.96001,77.97,75.81,75.86
03/17/2009,76.07001,78.36,75.45,78.17999
03/18/2009,77.81,80.89999,77.07001,79.92999
03/19/2009,80.92999,81.0,78.69,78.94
03/20/2009,78.75999,78.91,76.53,76.71001
03/23/2009,78.74001,82.28999,78.31,82.22
03/24/2009,81.24001,82.36,80.50999,80.60001
03/25/2009,81.23,82.7,79.06,81.45
03/26/2009,82.25,83.3,81.32001,83.11
03/27/2009,82.05,82.53,81.31,81.61
03/30/2009,79.8,79.87,77.96001,78.78999
03/31/2009,79.56,81.08,79.05,79.52
04/01/2009,78.53,81.42,78.33,81.06
04/02/2009,83.08,84.61,81.12959,83.42999
04/03/2009,83.49001,84.28,82.67,84.25999
04/06/2009,83.34,84.2747,82.28999,83.60001
04/07/2009,82.25,82.64999,81.50999,81.64999
04/08/2009,82.06,82.94,81.53999,82.53
04/09/2009,84.67,85.82001,84.33,85.81
04/13/2009,84.92,86.53999,84.58,85.83
04/14/2009,85.03,85.75999,84.08,84.35001
04/15/2009,83.84,85.42,83.61,85.25
04/16/2009,85.92999,87.14999,84.77,86.5
04/17/2009,86.83,87.64999,86.14,87.08
04/20/2009,85.53999,87.0489,83.34,83.42999
04/21/2009,82.82001,85.13,82.75,85.06
04/22/2009,84.28999,86.34,84.07001,84.53999
04/23/2009,84.71001,85.42,83.63,85.37
04/24/2009,86.03,87.31,85.69,86.66
04/27/2009,85.67999,87.00999,85.53999,85.84
04/28/2009,84.97,86.59,84.75999,85.57001
04/29/2009,86.52,88.36,86.3,87.39
04/30/2009,88.55,89.02,86.92,87.42
05/01/2009,87.44,88.21001,86.72,87.89
05/04/2009,88.55,90.94,88.38,90.88
05/05/2009,90.57001,90.92999,89.84,90.57001
05/06/2009,91.67999,92.2,90.61,92.14101
05/07/2009,93.00999,93.14999,90.28,90.86
05/08/2009,92.03,93.22,90.911,92.98
05/11/2009,91.7,92.11,91.03999,91.24001
05/12/2009,91.63,91.83,89.85001,90.97
05/13/2009,89.74001,90.00999,88.5,88.67999
05/14/2009,88.72,90.12,88.5,89.44
05/15/2009,89.37,90.0,88.14999,88.71001
05/18/2009,89.55,91.34,88.57021,91.23
05/19/2009,91.17999,91.97,90.81,91.12
05/20/2009,91.95,92.8,90.41,90.50999
05/21/2009,89.46001,89.8,88.25999,89.21001
05/22/2009,89.46001,90.0,88.67999,89.02
05/26/2009,88.36,91.56,88.32001,91.3
05/27/2009,91.44,91.75,89.53,89.67
05/28/2009,90.46001,91.34,89.10001,90.92
05/29/2009,91.42,93.7,90.67999,92.53
06/01/2009,93.67,95.17,93.42999,94.77
06/02/2009,94.39999,95.37,87.53,94.85001
06/03/2009,94.03999,94.13,92.75999,93.64999
06/04/2009,94.0,94.67,93.3,94.53
06/05/2009,95.49001,95.67,93.8,94.55
06/08/2009,93.84,95.10001,93.03999,94.16
06/09/2009,94.69,95.145,94.02,94.64
06/10/2009,95.48,95.49001,93.19,94.39999
06/11/2009,94.58,96.11,94.56,94.82001
06/12/2009,94.39999,95.14,94.0,95.08
06/15/2009,93.96001,94.02,92.39999,92.89999
06/16/2009,93.23,93.28999,91.58,91.64
06/17/2009,91.60001,92.33,90.83,91.55
06/18/2009,91.69,92.67,91.25,92.21899
06/19/2009,92.58,92.7,91.52,92.03999
06/22/2009,91.14,91.19,89.25,89.28
06/23/2009,89.47,89.88,88.85001,89.35001
06/24/2009,90.16,91.08,89.60001,90.118
06/25/2009,89.67,92.17,89.57001,92.08
06/26/2009,91.77,92.24001,91.27,91.84
06/29/2009,92.11,92.82001,91.60001,92.7
06/30/2009,92.72,93.06,91.27,91.95
07/01/2009,92.34,93.23,92.21001,92.33
07/02/2009,91.13,92.3624,89.75999,89.81
07/06/2009,88.94,89.92999,88.66,89.8
07/07/2009,89.71001,89.82001,88.0,88.06
07/08/2009,88.59,88.8,87.0,88.0
07/09/2009,88.61,88.89999,87.91,88.17
07/10/2009,87.7,88.49001,87.35001,87.96001
07/13/2009,88.31,90.17,87.59,90.10201
07/14/2009,90.38,90.69,89.73,90.61
07/15/2009,91.81,93.50999,90.6795,93.25999
07/16/2009,93.0,94.50999,92.82001,94.14999
07/17/2009,94.06,94.32001,93.53999,94.13
07/20/2009,94.67999,95.28999,94.19,95.131
07/21/2009,95.87,95.89999,94.42,95.57001
07/22/2009,94.96001,96.13,94.89,95.55
07/23/2009,95.61,98.08,95.53,97.661
07/24/2009,97.2,98.14,96.69,98.06
07/27/2009,97.88,98.39999,97.34,98.35001
07/28/2009,97.66,98.37,97.06,97.89
07/29/2009,97.44,98.088,96.98,97.65199
07/30/2009,98.83,99.83,98.60001,98.67
07/31/2009,98.64999,99.47,98.38,98.81
08/03/2009,99.85001,100.53,99.31,100.44
08/04/2009,99.99001,100.84,99.78,100.7
08/05/2009,100.77,100.855,99.58,100.41
08/06/2009,100.87,101.02,99.42,99.89
08/07/2009,100.94,102.03,100.39,101.202
08/10/2009,100.74001,101.22,100.27,100.99001
08/11/2009,100.53999,100.61,99.46001,99.73
08/12/2009,99.56,101.56,99.50999,100.8
08/13/2009,101.25999,101.61,100.25999,101.57001
08/14/2009,101.52,101.60001,99.7,100.78999
08/17/2009,98.85001,98.95,98.11501,98.31
08/18/2009,98.53,99.44,98.35001,99.09
08/19/2009,98.31,100.3,98.21001,99.96001
08/20/2009,100.09,101.22,99.87,100.99001
08/21/2009,101.82001,103.13,101.62,102.97
08/24/2009,103.39,103.95,102.59,102.96001
08/25/2009,103.37,104.25999,102.94,103.16
08/26/2009,102.84,103.64,102.49001,103.17
08/27/2009,103.11,103.72,101.94,103.39999
08/28/2009,104.23,104.35001,102.67,103.38
08/31/2009,102.37,102.58,101.78999,102.46001
09/01/2009,101.95,103.24001,99.99001,100.2
09/02/2009,99.78,100.44,99.57001,99.82001
09/03/2009,100.39999,100.77,99.59,100.64999
09/04/2009,100.85001,102.09,100.55,102.06
09/08/2009,103.0,103.05,102.39,102.94
09/09/2009,103.12,104.08,102.8,103.73
09/10/2009,103.8,104.86,103.22,104.78999
09/11/2009,104.99001,105.3,104.28,104.77
09/14/2009,103.88,105.46001,103.14999,105.28
09/15/2009,105.45,106.11,104.75999,105.72
09/16/2009,106.10001,107.34,105.72881,107.32001
09/17/2009,107.17,108.06,106.57001,107.16
09/18/2009,107.14999,107.16,106.36,106.72
09/21/2009,105.89,107.0,105.66,106.45
09/22/2009,107.08,107.37,106.60001,107.07001
09/23/2009,107.32001,108.03,105.99001,106.17999
09/24/2009,106.41,106.64,104.55,105.00999
09/25/2009,104.78,105.36,104.09,104.45
09/28/2009,104.85001,106.55,104.83,106.32001
09/29/2009,106.50999,107.02,105.78,106.0
09/30/2009,106.36,106.46001,104.62,105.59
10/01/2009,105.34,105.73309,102.95,103.0
10/02/2009,102.02,103.10001,101.99001,102.49001
10/05/2009,102.89999,104.32001,102.60001,104.02
10/06/2009,104.77,106.11,104.71001,105.50999
10/07/2009,105.27,105.91,105.07001,105.8
10/08/2009,106.55,107.17,105.84489,106.61
10/09/2009,106.64,107.25999,106.36,107.25999
10/12/2009,107.75999,108.09,107.28,107.67999
10/13/2009,107.39,107.7132,106.75999,107.46001
10/14/2009,108.72,109.42,107.4174,109.31
10/15/2009,108.78,109.71001,108.73,109.71001
10/16/2009,108.8,109.27,108.23,108.89
10/19/2009,109.07001,110.13,108.73,109.78999
10/20/2009,109.95,109.985,108.67999,109.211
10/21/2009,109.03999,110.31,108.14999,108.23
10/22/2009,108.19,109.67999,107.5,109.33
10/23/2009,109.69,109.75999,107.63,108.08
10/26/2009,108.2,109.31,106.61,106.91
10/27/2009,107.03,107.39,106.16,106.42
10/28/2009,106.14999,106.4783,104.35001,104.41
10/29/2009,105.19,106.86,104.94,106.64999
10/30/2009,106.3,106.62,103.44,103.56
11/02/2009,104.13,105.41,103.08,104.32001
11/03/2009,103.74001,104.8,103.53999,104.64999
11/04/2009,105.50999,106.33,104.64999,104.92
11/05/2009,105.66,106.88,105.44,106.8501
11/06/2009,106.25999,107.39999,106.05,107.13
11/09/2009,107.95,109.63,107.87,109.57001
11/10/2009,109.31,109.92999,108.97,109.59
11/11/2009,110.31,110.82001,109.62,110.14999
11/12/2009,110.0,110.57001,108.75,109.03
11/13/2009,109.31,110.09,108.75,109.62
11/16/2009,110.38,111.69,110.32001,111.21001
11/17/2009,110.92,111.39,110.5,111.339
11/18/2009,111.25999,111.42999,110.57001,111.27
11/19/2009,110.50999,111.30589,109.13,109.82001
11/20/2009,109.25,109.75999,109.00999,109.42999
11/23/2009,110.72,111.74001,110.60001,110.82001
11/24/2009,111.0,111.20219,110.00999,110.99001
11/25/2009,111.17,111.5,110.82001,111.38
11/27/2009,108.39999,110.32001,108.28999,109.57001
11/30/2009,109.48,110.2,108.12,109.94
12/01/2009,110.92,111.66,110.73,111.3
12/02/2009,111.28,112.00999,110.92,111.25
12/03/2009,111.55,112.17999,110.28999,110.38
12/04/2009,111.84,112.38,110.03999,111.00999
12/07/2009,110.91,111.53,110.49001,110.84
12/08/2009,110.03999,110.77251,109.27,109.61
12/09/2009,109.58,110.17999,109.02,110.021
12/10/2009,110.7,111.12,110.45,110.64
12/11/2009,111.11,111.36,110.61,111.11
12/14/2009,111.87,112.0,105.476,111.87
12/15/2009,111.46001,111.92,111.0,111.35001
12/16/2009,111.8,112.13,111.27,111.52
12/17/2009,110.72,110.92999,110.08,110.17999
12/18/2009,110.2,110.3,109.28,110.21001
12/21/2009,110.75999,111.7,110.75999,111.33
12/22/2009,111.57001,111.97,111.425,111.73
12/23/2009,112.0,112.11,111.5,111.95
12/24/2009,112.19,112.60001,111.9948,112.48
12/28/2009,112.89999,112.99001,112.32001,112.72
12/29/2009,113.00999,113.03,112.55,112.562
12/30/2009,112.23,112.64999,112.17,112.52
12/31/2009,112.77,112.8,111.39,111.44
01/04/2010,112.37,113.39,111.50999,113.33
01/05/2010,113.25999,113.67999,112.85001,113.63
01/06/2010,113.52,113.99001,113.42999,113.71001
01/07/2010,113.5,114.33,113.17999,114.19
01/08/2010,113.89,114.62,113.66,114.57001
01/11/2010,115.08,115.13,114.235,114.73
01/12/2010,113.97,114.21001,113.22,113.66
01/13/2010,113.95,114.94,113.37,114.62
01/14/2010,114.49001,115.14,114.42,114.92999
01/15/2010,114.73,114.84,113.2,113.64
01/19/2010,113.62,115.13,113.59,115.06
01/20/2010,114.28,114.45,112.98,113.89
01/21/2010,113.92,114.27,111.56,111.7
01/22/2010,111.2,111.74159,109.09,109.21001
01/25/2010,110.21001,110.41,109.41,109.77
01/26/2010,109.34,110.47,109.03999,109.31
01/27/2010,109.17,110.08,108.33,109.83
01/28/2010,110.19,110.25,107.91,108.57001
01/29/2010,109.03999,109.8,107.22,107.39
02/01/2010,108.14999,109.07001,107.50079,109.06
02/02/2010,109.25999,110.59,108.88,110.38
02/03/2010,109.88,110.48151,109.50999,109.83
02/04/2010,108.98,109.03,106.42,106.44
02/05/2010,106.56,106.88,104.58,106.66
02/08/2010,106.74001,107.33,105.80991,105.89
02/09/2010,107.13,108.14999,106.27,107.22
02/10/2010,107.05,107.60001,106.11,107.00999
02/11/2010,106.87,108.25,106.25,108.13
02/12/2010,106.99001,108.1012,106.50999,108.03999
02/16/2010,108.86,109.85001,107.821,109.74001
02/17/2010,110.27,110.41,109.74001,110.25999
02/18/2010,110.08,111.14,110.035,110.91
02/19/2010,110.62,111.57001,110.36,111.14
02/22/2010,111.55,111.58,110.83,111.16
02/23/2010,110.86,111.2,109.52,109.81
02/24/2010,110.14,111.0,109.86,110.82001
02/25/2010,109.24001,110.75,108.94,110.67
02/26/2010,110.77,111.12,110.11,110.74001
03/01/2010,111.2,112.0,111.17,111.89
03/02/2010,112.37,112.74001,112.0,112.2
03/03/2010,112.49001,112.97,112.02,112.3
03/04/2010,112.45,112.8,112.03,112.64101
03/05/2010,113.37,114.34,113.10001,114.25
03/08/2010,114.25999,114.52,114.07001,114.27
03/09/2010,113.92999,114.99001,113.87,114.46001
03/10/2010,114.50999,115.27499,114.41,114.97
03/11/2010,114.7,115.48,114.35001,115.45
03/12/2010,115.95,115.97,115.14,115.46001
03/15/2010,115.25999,115.575,114.60001,115.49001
03/16/2010,115.81,116.52,115.49001,116.41
03/17/2010,116.75999,117.48,116.4198,117.10001
03/18/2010,117.11,117.27,116.57001,117.03751
03/19/2010,116.96001,117.293,115.52,115.97
03/22/2010,115.31,116.8,115.24001,116.5925
03/23/2010,116.75999,117.50999,116.38,117.41
03/24/2010,116.97,117.42641,115.58,116.84
03/25/2010,117.63,118.1666,116.50999,116.64999
03/26/2010,116.87,117.42,116.12,116.582
03/29/2010,117.16991,117.53,116.6886,117.32001
03/30/2010,117.46001,117.83,116.91,117.39999
03/31/2010,116.95,117.52,116.61,117.0
04/01/2010,117.8,118.25,117.10001,117.8
04/05/2010,118.25,118.84,117.92,118.75999
04/06/2010,118.42,119.25,118.28999,119.03999
04/07/2010,118.8,119.3567,117.81,118.36
04/08/2010,117.95,118.97,117.60001,118.77251
04/09/2010,119.02,119.60001,118.8,119.55
04/12/2010,119.7,120.05,119.56,119.74001
04/13/2010,119.62,120.03999,119.0,119.83
04/14/2010,120.27,121.19,120.08,121.19
04/15/2010,120.99001,121.5654,120.95,121.28999
04/16/2010,120.86,121.285,118.75,119.36
04/19/2010,119.00999,119.92999,118.47,119.81
04/20/2010,120.56,120.98,119.871,120.88
04/21/2010,120.95,121.23,119.99001,120.66
04/22/2010,119.81,121.17,119.12,121.02
04/23/2010,120.94,121.86,120.63,121.8125
04/26/2010,121.85001,122.12,121.23,121.35001
04/27/2010,120.64999,121.33459,118.25,118.48
04/28/2010,119.05,119.67999,118.27,119.38
04/29/2010,120.10001,121.11,120.07001,120.8575
04/30/2010,120.88,121.00999,118.78,118.8125
05/03/2010,119.38,120.67999,119.2,120.35001
05/04/2010,119.00999,119.03,116.92,117.52
05/05/2010,116.56,117.8,115.97,116.82001
05/06/2010,116.25999,117.0,105.0,112.942
05/07/2010,112.64,113.77,109.41,111.25999
05/10/2010,115.81,116.64999,114.91,116.16
05/11/2010,115.07001,117.36,114.91,115.83
05/12/2010,116.28999,117.62,116.09,117.45
05/13/2010,117.13,117.67999,115.89,115.99001
05/14/2010,115.12,115.33,112.87,113.89
05/17/2010,114.2,114.52,111.77,113.95
05/18/2010,114.88,115.22,112.03,112.39999
05/19/2010,111.77,112.77,110.36,111.75999
05/20/2010,109.38,109.89,107.47,107.53999
05/21/2010,105.91,109.38,105.36121,109.11501
05/24/2010,108.52,109.39,107.61,107.71001
05/25/2010,105.11,107.87,104.38,107.81799
05/26/2010,108.48,109.47,106.85001,107.17
05/27/2010,109.19,110.8,108.78011,110.75999
05/28/2010,110.64,110.724,108.85001,109.369
06/01/2010,108.35001,109.95,107.37,107.53
06/02/2010,108.08,110.34,107.50909,110.33
06/03/2010,110.64999,111.06,109.58,110.71001
06/04/2010,108.61,109.33,106.465,106.82001
06/07/2010,107.2,107.61,105.41,105.49001
06/08/2010,105.57001,106.83,104.64999,106.62
06/09/2010,107.24001,108.28,105.60001,106.05
06/10/2010,107.86,109.28,106.0426,109.14999
06/11/2010,108.19,109.75,108.12,109.67999
06/14/2010,110.52,111.12,109.39999,109.509
06/15/2010,110.28,112.10001,110.09,112.0
06/16/2010,111.42,112.42,111.2,111.96001
06/17/2010,112.28,112.33,111.05,112.14
06/18/2010,111.83,112.13,111.37,111.729
06/21/2010,113.12,113.2,110.78999,111.41
06/22/2010,111.41,111.89999,109.41,109.57001
06/23/2010,109.64,110.03,108.48,109.23
06/24/2010,108.69,108.83,107.14,107.42
06/25/2010,107.74001,108.42,106.77,107.86749
06/28/2010,108.03,108.32001,107.14,107.53
06/29/2010,106.02,107.5114,103.55,104.21001
06/30/2010,103.92,104.88,102.88,103.22
07/01/2010,103.14999,103.49001,101.13,102.75999
07/02/2010,103.11,103.42,101.62,102.2
07/06/2010,103.64,104.37,101.88,102.87
07/07/2010,103.13,106.24001,103.02,106.1075
07/08/2010,107.0,107.28,105.91,107.16
07/09/2010,107.13,107.97,106.92999,107.96001
07/12/2010,107.60001,108.24001,107.14999,108.03
07/13/2010,109.14999,110.09,108.92999,109.66
07/14/2010,109.31,110.08,108.86,109.651
07/15/2010,109.61,110.06,108.17,109.67999
07/16/2010,109.09,109.2059,106.45,106.66
07/19/2010,107.05,107.63,106.22,107.28999
07/20/2010,105.87,108.56,105.82001,108.48
07/21/2010,109.03999,109.07001,106.63,107.07001
07/22/2010,108.34,109.94,108.33,109.461
07/23/2010,109.24001,110.57001,108.92999,110.41
07/26/2010,110.60001,111.67,110.28999,111.56
07/27/2010,112.17,112.28999,111.11,111.55
07/28/2010,111.32001,111.66,110.46001,110.83
07/29/2010,111.52,111.82001,109.41,110.28999
07/30/2010,109.17,110.86,108.98,110.27
08/02/2010,111.99001,112.94,111.53999,112.75999
08/03/2010,112.48,112.77,111.85001,112.22
08/04/2010,112.53,113.11,112.16,112.97
08/05/2010,112.25,112.91,112.08,112.85001
08/06/2010,111.74001,112.57001,110.92,112.392
08/09/2010,112.92,113.17999,112.32001,112.992
08/10/2010,112.03,112.98,111.3701,112.375
08/11/2010,110.64999,110.69,109.12,109.3
08/12/2010,107.64999,109.02,107.60001,108.63
08/13/2010,108.28999,108.96001,108.17999,108.31
08/16/2010,107.57001,108.61,107.17999,108.25999
08/17/2010,109.19,110.39,108.88,109.59
08/18/2010,109.53999,110.38,108.91,109.78999
08/19/2010,109.22,109.49001,107.42999,107.88
08/20/2010,107.56,107.93761,106.74989,107.53
08/23/2010,108.03999,108.57001,107.07001,107.1236
08/24/2010,105.95,106.39,104.97,105.53
08/25/2010,104.95,106.34,104.28999,105.94
08/26/2010,106.44,106.58,104.88,105.23
08/27/2010,105.89,106.97,104.31,106.86
08/30/2010,106.58,106.91,105.3,105.311
08/31/2010,104.92,105.98,104.49001,105.31
09/01/2010,106.73,108.61,106.66,108.46001
09/02/2010,108.72,109.49001,108.49001,109.47
09/03/2010,110.53999,110.99001,109.95,110.89
09/07/2010,110.37,110.50999,109.55,109.64
09/08/2010,109.86,110.85001,109.81,110.41
09/09/2010,111.64999,111.67999,110.62,110.92
09/10/2010,111.12,111.61,110.87,111.48199
09/13/2010,112.58,112.95,112.13,112.72
09/14/2010,112.5,113.28999,112.08,112.64999
09/15/2010,112.32001,113.21001,111.98,113.08
09/16/2010,112.73,113.12,112.35001,113.05
09/17/2010,113.03999,113.14999,112.17999,112.49001
09/20/2010,112.88,114.46001,112.52161,114.21001
09/21/2010,114.3,114.84,113.50999,113.98
09/22/2010,113.8,114.44,113.10001,113.42
09/23/2010,112.49001,113.67,112.17999,112.498
09/24/2010,113.75,114.89999,113.64999,114.82001
09/27/2010,114.86,114.99001,114.16,114.27
09/28/2010,114.42,115.03999,113.17999,114.67
09/29/2010,114.38,114.91,114.02,114.47
09/30/2010,115.05,115.78999,113.59,114.13
10/01/2010,114.99001,115.12,113.92999,114.61
10/04/2010,114.37,114.85001,113.17999,113.75
10/05/2010,114.8,116.32001,114.67,116.03999
10/06/2010,116.02,116.33,115.56,116.03
10/07/2010,116.5,116.53,115.19,115.89
10/08/2010,116.05,116.86,115.61,116.53751
10/11/2010,116.72,116.97,116.25,116.64999
10/12/2010,116.27,117.35001,115.64999,117.00999
10/13/2010,117.66,118.55,117.38,117.92
10/14/2010,117.80991,118.00999,116.72,117.46001
10/15/2010,118.28,118.35001,116.75999,117.7
10/18/2010,117.74001,118.67,117.31,118.28
10/19/2010,117.19,117.85001,116.02,116.73
10/20/2010,116.94,118.44,116.87,117.87
10/21/2010,118.39999,119.09,117.21001,118.13
10/22/2010,118.31,118.53,118.0,118.347
10/25/2010,119.14,119.75999,118.61,118.7
10/26/2010,118.10001,118.84,117.87,118.72
10/27/2010,117.89,118.50999,117.25999,118.38
10/28/2010,119.06,119.11,117.83,118.39999
10/29/2010,118.28,118.72,118.07001,118.49001
11/01/2010,119.07001,119.75,117.85001,118.53
11/02/2010,119.42,119.75,119.10001,119.47501
11/03/2010,119.675,120.02,118.45,119.95
11/04/2010,121.28,122.32001,119.9724,122.25999
11/05/2010,122.34,122.92,122.17999,122.72501
11/08/2010,122.34,122.69,121.94,122.49001
11/09/2010,122.82001,122.95,121.12,121.61
11/10/2010,121.58,122.16,120.66,122.10001
11/11/2010,121.05,121.82001,120.67999,121.63499
11/12/2010,120.82001,121.35001,119.64999,120.198
11/15/2010,120.58,121.05,119.98,120.03
11/16/2010,119.28999,119.49001,117.59,118.16
11/17/2010,118.21001,118.71001,117.86,118.218
11/18/2010,119.36,120.39,119.35001,119.9575
11/19/2010,119.89999,120.34,119.25,120.28999
11/22/2010,119.69,120.24001,118.77,120.19
11/23/2010,118.77,119.015,117.99001,118.44749
11/24/2010,119.2,120.23,119.17999,120.2
11/26/2010,119.16,119.81,118.8,118.8
11/29/2010,118.5,119.48,117.74001,119.162
11/30/2010,117.98,119.17,117.81,118.49249
12/01/2010,120.2,121.24001,120.19,121.00999
12/02/2010,121.2,122.64999,121.13,122.56
12/03/2010,122.14,123.03,122.11,122.89
12/06/2010,122.63,123.03999,122.5,122.75999
12/07/2010,123.94,124.00999,122.75999,122.83
12/08/2010,122.98,123.38,122.41,123.28
12/09/2010,123.97,124.02,123.14999,123.75999
12/10/2010,124.14,124.60001,123.73,124.48
12/13/2010,125.05,125.2,124.52,124.56
12/14/2010,124.75,125.23,124.28999,124.67
12/15/2010,124.44,124.92999,123.89,124.09801
12/16/2010,124.17999,124.91,123.75,124.82001
12/17/2010,124.08,124.46001,123.82001,124.3
12/20/2010,124.64,124.89999,123.98,124.60001
12/21/2010,124.99001,125.47,124.87,125.39
12/22/2010,125.48,125.82001,125.41,125.78
12/23/2010,125.64,125.78,125.28999,125.60001
12/27/2010,125.13,125.77,125.03999,125.64999
12/28/2010,125.89999,125.95,125.5,125.83
12/29/2010,125.98,126.2,125.89999,125.92
12/30/2010,125.8,126.13,125.53,125.72
12/31/2010,125.53,125.87,125.33,125.75
01/03/2011,126.71001,127.60001,125.6969,127.05
01/04/2011,127.33,127.37,126.19,126.98
01/05/2011,126.58,127.72501,126.46001,127.64
01/06/2011,127.69,127.83,127.00999,127.39
01/07/2011,127.56,127.77,126.14999,127.14
01/10/2011,126.58,127.16,126.2,126.98
01/11/2011,127.44,127.74001,126.95,127.42999
01/12/2011,128.21001,128.72,127.4621,128.58
01/13/2011,128.63,128.69,128.05,128.36749
01/14/2011,128.19,129.33,128.10001,129.3
01/18/2011,129.17999,129.64,129.03,129.52
01/19/2011,129.41,129.53571,127.91,128.25
01/20/2011,127.96001,128.39999,127.13,128.08
01/21/2011,128.88,129.17,128.23,128.37
01/24/2011,128.285,129.25,128.25999,129.10001
01/25/2011,128.75999,129.28,128.11,129.17
01/26/2011,129.49001,130.05,129.23,129.67
01/27/2011,129.7,130.21001,129.47,129.99001
01/28/2011,130.14,130.35001,127.50999,127.72
01/31/2011,128.07001,128.78,127.75,128.67999
02/01/2011,129.46001,130.97,129.3801,130.74001
02/02/2011,130.39999,130.84,130.33,130.485
02/03/2011,130.25999,130.98,129.57001,130.78
02/04/2011,130.83,131.2,130.23,131.14999
02/07/2011,131.44,132.39999,131.42999,131.97
02/08/2011,132.09,132.64,131.73,132.57001
02/09/2011,132.21001,132.63,131.61,132.269
02/10/2011,131.60001,132.47,131.3,132.321
02/11/2011,131.8,133.28,131.77,133.11
02/14/2011,133.03,133.53999,132.88,133.42999
02/15/2011,133.02,133.22,132.3167,133.00999
02/16/2011,133.46001,134.00999,133.19,133.85001
02/17/2011,133.46001,134.42999,133.34,134.25
02/18/2011,134.37,134.69,134.06,134.53
02/22/2011,133.12,134.56149,131.47,131.83
